#gene	Normal1	Normal2	Normal3	Normal4	Normal5	Normal6	Normal7	Normal8	Normal9	Normal10	Normal11	Normal12	Normal13	Ma1	Ma2	Ma3	Ma4	Ma5	Ma6	Ma7	Ma8	Ma9	Ma10	Ma11	Ma12	Ma13	Ma14	Ma15	Ma16	Ma17	Ma18	Ma19	Ma20	Ma21	Ma22
IMPDH2(ENSG00000178035.11)(protein_coding)	201.64	289.84	185.9	154.27	184.09	190.64	171.68	198.8	263.67	237.33	147.99	119.05	214.91	141.86	175.29	198.56	150.62	218.36	117.08	108.79	259.83	159.38	166.67	55.22	127.99	168.63	58.4	162.58	222.81	211.12	210.02	211.09	83.32	148.83	251.16
GZMA(ENSG00000145649.7)(protein_coding)	11.46	7.36	10.16	17.85	6.73	8.24	5.77	5.83	7.85	14.22	9.06	5.76	4.18	0.79	6.65	3.9	2.64	16.8	5.27	32.6	11.35	1.11	2.76	4.47	18.65	3.05	2.25	2.66	3.61	0.03	36.03	5.59	21.08	9.36	0.87
FANCF(ENSG00000183161.4)(protein_coding)	4.53	6.14	3.14	2.32	5.97	5.19	6.41	4.34	5.55	5.39	4.75	4.65	3.85	7.18	4.6	3.61	1.31	3.91	3.81	2.97	1.75	1.57	6.25	1.62	3.02	2.2	1.8	2.24	11.26	5.84	8.3	5.76	1.28	3.51	2.93
DKC1(ENSG00000130826.15)(protein_coding)	29.58	30.1	28.39	17.81	30.11	32.31	39.23	23.42	37.8	41.99	30.89	25.37	29.67	129.62	54.25	29.45	93.32	36.9	76.81	34.73	32.92	19.7	38.58	28.86	34.71	28.31	26.06	38.65	46.73	21.7	44.97	33.62	39.55	31.77	48.41
FANCD2(ENSG00000144554.10)(protein_coding)	2.52	2.16	4.67	4.26	5.48	3.51	4.55	2.03	5.17	6.97	6.18	5.64	6.49	17.5	14.67	3.67	10.95	3.24	26.27	5.14	14.68	5.5	7.64	4.42	6.97	5.8	0.7	7.71	12.36	6.95	6.64	7.24	3.68	1.8	14.19
RAB27A(ENSG00000069974.15)(protein_coding)	13.73	11.8	16.18	9.43	11.76	15.84	14.98	8.62	10.61	17	8.53	12.88	14.75	16.81	12.67	15.51	16.34	5.16	13.7	18.3	9.83	6.25	4.57	10.75	11.92	11.3	7.52	23.03	10.62	12.2	21.24	20.58	26.75	13.84	17.32
MAP1B(ENSG00000131711.14)(protein_coding)	5.75	1.42	5.89	4.99	5.54	6.91	8.81	6.95	5.68	4.22	4.47	10.64	3.29	30.27	22.44	9.01	28.35	3.43	8.93	14.58	15.18	35.21	7.29	17.15	11.55	10.95	5.58	28.42	5.37	1.55	50.69	9.56	24.74	20.9	30.22
BAG1(ENSG00000107262.16)(protein_coding)	62.65	72.7	64.35	74.71	70.94	60.12	48.96	70.06	37.07	50.73	68.41	42.68	86.63	42.36	48.94	67.26	22.98	59.44	21.71	21.43	34.29	23.58	25.34	16.61	15.07	34.18	26.71	43.07	46.44	65.38	14.27	25.96	22.43	63.78	20.48
PRICKLE4(ENSG00000124593.14)(protein_coding)	10.97	8.74	11.25	18.82	13.08	17.28	10.69	14.84	10.79	10.13	10.64	9.5	13.15	9.94	7.6	7.51	2.97	29.74	7.49	2.71	5.31	1.7	8.96	3.26	4.78	3.69	3.59	18.32	10.33	2.15	1.8	8.38	5.05	3.43	3.94
CCBE1(ENSG00000183287.13)(protein_coding)	1.36	1.36	1.2	2.98	0.25	0.42	1.2	1.38	0.55	0.31	0.38	0.85	0	0.07	0.08	3.58	20.84	0.32	5.39	3.54	26.13	0.1	1.78	0.91	0.36	0.25	6.56	0.4	2.18	0.28	0.64	1.86	0.66	1.15	0.12
C1QA(ENSG00000173372.16)(protein_coding)	272.16	281.97	678.48	1059.51	81.9	266.14	54.49	216.06	113.86	129.04	112.54	133.01	68.49	93.06	249.5	90.89	248.74	264.12	95.55	428.21	323.15	107.14	132.24	86.39	246.24	235.06	44.43	106.95	70.49	22.31	691.63	53.97	133.5	152.7	100.64
CARS(ENSG00000110619.16)(protein_coding)	19.41	32.06	23.26	25.05	22.96	24.21	23.97	27.08	20.2	25.15	20.9	20.06	21.33	81.19	23.39	19.7	18.9	35.44	24.26	36.2	33.59	31.61	27.07	27.05	22.34	21.73	20.76	37.13	30.33	17.71	41.45	20.9	18.49	25.02	30.96
EFCAB13(ENSG00000178852.15)(protein_coding)	2.87	3.13	0.63	0.8	2.45	0.81	2.63	1.64	4.64	2.95	1.85	1.6	4.47	1.04	0.4	1.89	2.61	0.63	1.65	0.63	0.57	0.34	0	1.05	1.22	0.31	0.74	2.09	2.25	2.89	1.48	1.45	2.73	0.42	1.98
MARK3(ENSG00000075413.17)(protein_coding)	28.37	27.48	30.75	31.13	37.92	32.06	38.37	26.75	34.67	30.89	35.36	31.92	30.94	43.84	28.05	34.55	30.66	39.45	44.38	36.25	59.61	28.62	16.4	29	35.74	30.57	31.46	42.75	52.57	18.63	56.25	31.93	40.17	33.9	45.6
ART5(ENSG00000167311.13)(protein_coding)	2.16	1.23	3.69	2.46	1.58	1.52	1.08	2.28	2.66	0.98	2.54	3.07	1.53	4.2	0.8	2.37	0.07	4.3	2.72	1.4	0.6	0.3	0.22	0.09	3.96	1.59	0.72	0.88	3.82	0.03	0	2.29	1.16	0.26	2.38
CAB39L(ENSG00000102547.18)(protein_coding)	20.93	26.21	13.44	14.62	20.62	15.3	26.83	16.62	17.92	16.79	23.19	22.67	18.1	2.09	2.63	22.73	4.28	5.07	6.32	3.86	5.62	2.08	1.46	3.16	0.9	5.41	10.09	2.14	1.59	9.01	6.08	17.95	4.27	24.75	3.26
RP11-686O6.2(ENSG00000273456.1)(lincRNA)	1.23	4.94	1.8	1.6	2.44	2	0.8	5.53	1.63	2.13	2.75	1.16	4.79	0.91	1.24	1.59	0.4	2.35	2.55	0.55	1.34	0.27	0.49	0.39	0.38	1.6	1.07	1.38	1.14	1	0.83	0.63	1.5	1.59	0.74
NDUFB4(ENSG00000065518.7)(protein_coding)	162.12	232.77	182.75	225.62	181.84	200.09	181.35	161.63	122.31	123.76	155.91	123.47	183.71	319.89	198.79	113.67	215.19	255.06	90.82	181.83	164.8	84.34	117.96	247.79	120.3	152.54	135.36	127.47	173.01	209.82	182.28	114.65	88.92	191.55	92.06
SLC39A6(ENSG00000141424.12)(protein_coding)	93.82	121.5	94.06	35.82	188.61	131.23	321.98	43.63	92.61	79.26	123.19	293.68	177.96	62.81	37.49	268.33	73.53	37.4	19.38	35.14	76.7	40.66	16.64	40.2	48.63	124.45	30.53	42.34	21.99	52.22	41.74	82.38	79.98	295.15	52.64
ALDH4A1(ENSG00000159423.16)(protein_coding)	13.07	8.68	6.58	24.98	8.77	13.92	15.73	8.7	8.49	5.85	9.47	9.75	14.55	6.15	2.48	7.53	2.94	18.38	3.44	2.32	3.39	4.01	6.01	2.18	2.08	3.52	1.09	5.05	6.09	7.25	2.82	13.16	1.42	10.61	3.42
C5orf45(ENSG00000161010.14)(protein_coding)	33.93	30.59	19.23	24.82	38.19	31.08	29.14	36.8	32.31	44.15	40.09	26.86	40.95	37.66	16.66	30.84	10.39	48.49	26.04	10.97	11.61	11.14	24.98	5.47	89.46	10.84	19.37	19.36	32.62	115.62	78.3	33.13	11.04	12.9	15.13
CTF1(ENSG00000150281.6)(protein_coding)	5.8	5	3.42	6.01	7.81	2.57	1.52	6.1	4.84	5.53	7.2	4.26	5.12	0.79	0.31	1.91	0.61	4.85	0.54	0.73	4.1	2.46	0.42	0.51	0.9	4.75	0.45	1.85	0.32	3.97	3.64	2.5	0.41	3.22	0.02
SLC26A2(ENSG00000155850.7)(protein_coding)	3.04	3.21	2.58	1.68	4.63	2.41	6.31	2.19	5.86	5.48	3.95	8.62	4.48	4.67	6.5	4.03	4.33	1.93	8.46	5.73	1.82	2.13	3.13	4.74	5.68	3.57	2.48	4.22	2.89	3.2	4.65	4.53	7.73	2.85	5.17
CDKN2B-AS1(ENSG00000240498.6)(antisense)	0.24	0.72	0.02	1.23	0.04	0.67	0.23	0	0.4	0.68	0.49	0.2	0	1.38	2.48	1.14	3.26	1.65	1.67	1.4	0.12	0.02	0.63	1.02	2.29	1.01	1.67	2.18	1.21	0.13	0.15	0.06	0.92	0.63	2.1
CD300C(ENSG00000167850.3)(protein_coding)	1.55	2.16	4	1.37	0.69	1.41	0.63	0	0.7	0.74	1.09	1.04	0.2	3.59	1.15	0.67	3.92	0.57	0.98	3.41	3.31	1.41	0.9	2.81	2.74	1.08	0.22	0.58	3.78	1.5	4.37	0.61	1.85	1.05	0.36
EMCN(ENSG00000164035.9)(protein_coding)	34.86	8.14	35.25	24.26	9.32	15.95	12.54	23.5	23.15	22.58	15.26	24.15	7.97	1.69	10.83	31.38	14.7	5.15	14.42	22.27	23.01	2.54	18.7	17.8	16.22	10.41	24.43	14.97	8.72	0	2.05	6.15	26.59	38.72	11.36
KLHDC3(ENSG00000124702.17)(protein_coding)	72.57	75.99	51.45	68.79	61.36	50.07	37.77	65.44	60.64	56.03	66.15	46.13	67.31	96.27	64.88	46.92	43.47	82.43	76.73	33.63	34.14	39.89	108.23	96.52	38.17	47.13	34.16	46.68	77.74	29.03	28.99	37.34	23.6	37.32	39.57
LINC00847(ENSG00000245060.6)(lincRNA)	16.74	16.56	11.3	19.27	16.53	9.79	9.59	14.18	16.84	13.85	15.49	13.6	13.42	21.21	8.86	12.39	5.73	9.36	5.89	7.82	7.76	5.91	2.63	5.87	9.18	11.15	8.4	8.16	12.36	9.15	15.12	9.65	8.4	11.89	10.49
CNTROB(ENSG00000170037.13)(protein_coding)	17.6	16.86	15.62	13.08	24.56	29.02	23.62	16.7	21.32	20.89	22.77	18.51	28.54	32.88	12.17	16.99	21.6	35.7	19.7	13.18	19.09	17.6	22.72	11.05	11.43	31.61	14.28	18.55	45.31	9.49	20.32	26.52	19.1	22.82	14.26
EGFL7(ENSG00000172889.15)(protein_coding)	52.34	58.83	97.1	189.15	28.69	62.54	18.9	92.01	22.48	52.2	61.97	35.39	43.26	10.95	27.99	30.94	11.04	39.2	12.85	22.49	19.26	17.98	63.99	12.2	33.57	13.87	13.42	79.55	36.97	1.3	9.17	5.94	5.46	28.73	12.81
PITPNM3(ENSG00000091622.15)(protein_coding)	1.77	1.88	1.68	0.93	0.95	2.69	2.18	1	3.02	2	1.17	1.67	2.2	3.54	0.47	1.23	0.08	1.16	0.67	0.22	0.15	1.21	1.25	0.55	0.29	0.74	0.54	0.98	1.14	1.53	0.84	3.01	0.76	0.5	7.2
C8orf37(ENSG00000156172.5)(protein_coding)	1.8	0.82	1.16	0.67	1.57	1.18	2.93	0.72	2.34	1.82	1.59	2.04	0.65	0.62	1.11	1.64	1.13	1.24	1.95	1.13	0.78	0.56	1.18	2.27	0.99	1.05	1.37	1.04	2.32	0.89	0.98	1.82	1.13	1.51	1.27
GNA11(ENSG00000088256.8)(protein_coding)	25.5	38.58	29.5	26.92	41.04	33.96	33.86	32.08	29.2	34.27	36.47	31.02	43.9	32.77	21.99	19.32	6.7	22.34	12.16	11.67	13.15	17.41	31.32	17.45	18.97	22.16	15.02	31.28	18.14	28.04	25.75	19.03	8.6	22.99	24.36
ATP11B(ENSG00000058063.15)(protein_coding)	9.72	6.04	7.01	9.37	11.4	8.72	15.49	5.12	14.16	14.62	10.43	17.79	3.53	9.41	10.04	13.86	10.54	3.6	27.87	19.21	8.56	7.71	4.22	25.5	24.14	8.64	14.3	7.45	11.03	14.14	21.41	13.63	17.59	11.71	8.42
CACNA2D4(ENSG00000151062.14)(protein_coding)	2.43	3.14	4.78	7.14	2.43	6.34	1.45	5.95	2.72	3.84	1.7	1.81	7.25	2.49	0.56	1.05	5.06	3.57	0.42	2.01	1.87	7.85	0.91	3.74	3.89	1.48	0.27	1.26	2.59	2.19	4.5	2.07	1.89	0.76	0.92
KLHL9(ENSG00000198642.6)(protein_coding)	11.96	8.79	8.61	7	12.26	9.21	17.72	9.6	16.45	14.65	10.9	18.93	9.88	5.88	12.73	16.21	10.05	3.4	14.7	8.77	8.76	3.66	5.39	7.03	12.32	8.54	10.62	7.74	7.84	9.88	17.92	12.2	8.1	10.52	9.44
RP11-250B2.6(ENSG00000272129.1)(lincRNA)	0.72	0.18	0.72	0.36	0.68	0.31	0.85	0	0.96	0.11	0.51	0.97	0	0.12	0.21	0.41	0.29	0	0.85	0.4	0.33	0.97	0.62	0.5	0.26	0.29	0.16	0.33	0.52	0.58	0.24	0.37	0.23	0.18	0.57
PIEZO2(ENSG00000154864.11)(protein_coding)	1.37	4.24	2.46	2.77	14.24	3.59	1.07	4.27	1.84	1.11	4.14	10.61	0.58	4.69	2.26	7.47	5.25	2.57	9.46	20.09	2.21	2.12	6.48	2.52	10.77	19.18	2.09	24.84	8.91	0.12	0.29	6.86	20.35	17.16	3.57
TSPYL5(ENSG00000180543.4)(protein_coding)	10.1	11.62	10.54	6.8	13.82	8.16	9.69	5.41	13.08	12.64	6.82	13.89	8.13	17.83	7.18	9.37	0.63	6.28	28.12	8.3	3.89	0.67	14.3	41.68	12.93	13.15	9.38	11.18	37.67	5.65	7.07	15.72	8.76	12.16	8.21
DOHH(ENSG00000129932.7)(protein_coding)	8.31	10.62	19.88	14.32	8.25	15.07	9.43	9.33	6.99	10.36	11.14	6.7	4.4	27.91	5.46	5.12	2.22	13.54	2.97	3.5	1.91	13.03	13.06	3.59	7.53	3.45	1.54	14.98	18.95	6.27	14.74	7.29	0.73	3.81	3.85
SNX15(ENSG00000110025.12)(protein_coding)	20.15	24.63	18.81	22.02	18.35	13.19	11.03	18.02	19.3	17.62	17.75	12.02	21.01	25.87	14.09	13.36	9.19	14.98	9.43	16.15	13.45	8.64	11.49	12.4	12.82	11.68	15.11	12.2	20.49	6.33	17.92	7.81	3.87	22.94	10.67
HSPB7(ENSG00000173641.17)(protein_coding)	20.7	15.38	5.23	132.89	0.79	1.68	14.94	9.49	1.88	1.72	3.01	1.6	6.14	0.86	0.04	2.12	1.76	0.79	0.07	0.96	0.21	6.61	13.21	2.51	0.63	0.82	1.51	0.51	0.65	0.34	0.02	0.66	1.54	2.23	0.67
AP000275.65(ENSG00000265590.9)(protein_coding)	0.29	1.3	1.19	0.71	0.84	0.19	0.63	0	0.55	0.44	0.32	1.06	7.25	4.37	7.13	1.44	28.62	0	21.02	0.76	23.71	1.27	3.33	5.88	1.05	5.34	20.69	1.25	0.6	5.36	0.94	4	22.76	12.83	6.85
ZNF846(ENSG00000196605.7)(protein_coding)	9.25	4.94	6.95	5.89	9.24	7.67	11.32	7.48	11.42	8.92	5.68	10.33	7.36	3.01	6.27	8.88	2.04	3.94	5.3	7.78	5.99	4.12	0.39	7.61	4.04	5.37	1.92	10.64	2.93	1.78	3.97	6.87	8.72	4.19	5.73
FAM168A(ENSG00000054965.10)(protein_coding)	17.54	17.5	16.87	12.33	21.78	17.47	20.79	14.91	20.63	18.14	14.81	20.36	13.25	26.5	14.14	20.42	7.76	14.09	14.77	24.17	8.64	10.73	16.02	21.39	20.38	20.13	13.99	17.81	22.15	11.32	15.06	19.89	22.02	18.29	22.86
FNIP1(ENSG00000217128.11)(protein_coding)	6.94	3.77	4.67	4.31	5.8	4.5	9.72	3.59	8.42	9.11	6.96	8.81	1.77	6.22	5.81	10.47	6.98	1.63	11.5	8.87	6.23	3.98	3.26	6.65	7.29	5.35	7.48	8.38	10.58	8.24	7.68	7.92	11.71	7.67	7.21
AMER1(ENSG00000184675.9)(protein_coding)	1.08	1.31	1.71	1.13	0.97	1.37	1.52	1.65	2.1	1.49	1.01	1.38	1.5	2.57	1.9	2.6	1.38	0.92	5.93	1.99	0.3	1.14	3.36	1.33	2.48	1.4	1.53	1.33	2.91	0.59	0.89	1.53	2.1	1.14	2
PYROXD2(ENSG00000119943.10)(protein_coding)	18.73	23.91	17.07	10.23	17.97	13.28	9.28	8.85	57.58	23.78	15.24	23.09	30.97	10.68	2.53	5.12	3.54	38.11	1.8	3.42	5.48	2.41	1.68	2.89	2.39	3.49	2.78	10.47	3.29	6.88	5.6	10.66	2.31	5.17	1.09
ZFPM2(ENSG00000169946.13)(protein_coding)	2.98	1.96	2.54	3.44	0.69	1.29	1.02	1.6	1.6	1.53	0.66	1.82	0.24	0.83	0.4	0.55	0.83	0.03	4.21	6.33	0.22	10.65	2.68	0.5	6.27	0.09	3.85	0.28	4.77	0.22	5.67	0.46	4.49	1.88	0.78
A4GALT(ENSG00000128274.15)(protein_coding)	13.34	13.34	15.69	25.85	10.69	10.93	5.28	17.35	3.71	8.03	11.19	7.69	8.2	1.98	2.34	6.49	1.25	7.93	3.59	8.03	5.23	11.28	13.88	9.77	7.82	3.39	11.57	5.61	5.89	5.13	2.62	1.35	5.62	7.04	2.29
TSC1(ENSG00000165699.13)(protein_coding)	9.61	6.87	7.01	7.1	17.71	10.47	11.29	7.22	14.81	15.2	15.3	11.75	9.64	8.72	9.29	9.27	6.2	9.61	8.46	6.65	8.08	4.53	11.24	6.56	5.89	5.23	9.3	11.84	8.27	5.49	5.14	7.23	9.93	5.69	10.05
ATXN7L2(ENSG00000162650.15)(protein_coding)	3.81	2.94	4.41	2.62	4.46	7.38	4.37	6.15	3.97	3.1	6.52	3.64	8.81	15.52	5.18	2.26	2.27	13.64	4.15	2.41	1.94	2.09	28.41	1.94	3.52	2.78	1.62	10.6	10.26	1.97	2.8	2.49	2.7	2.22	4.48
TPM1(ENSG00000140416.19)(protein_coding)	258.27	345.34	332.6	266.31	338.59	616.78	435.39	410.17	272.65	299.05	230.37	319.41	465.72	276.76	122.95	396.81	416	305.34	365.3	359.26	188.03	144.9	88.86	201.13	158.31	415.26	263.2	397.23	159.17	495.05	203.99	482.3	493.31	649.54	264.44
CD1C(ENSG00000158481.12)(protein_coding)	9.65	6.8	12.49	4.87	3.88	6.29	3.33	7.24	3.27	7.56	3.92	3.64	0.71	0.16	0.46	4	3.39	1.06	1.71	11.48	0.74	0.24	0.35	1.08	2.12	0.46	0.56	0.57	0.22	0.03	2.35	1.49	3.17	6.88	0.32
WASL(ENSG00000106299.7)(protein_coding)	16.78	10.6	13.33	10.38	14.62	9.25	24.75	10.92	20.64	19.14	14.88	22.88	8.81	4.24	13.59	17.18	10.58	5.93	14.74	9.49	13.45	9.21	8.81	12.25	17.89	12.4	15.54	8.36	7.82	24.45	10.5	15.96	14.17	15.16	7.7
GS1-124K5.4(ENSG00000237310.1)(lincRNA)	3.85	9.78	1.95	7.56	7.45	5.78	3.41	8.69	5.53	7.24	4.1	2.1	3.81	7.1	3.86	5.05	1.32	5.34	2.05	1.31	0.68	1.42	7.8	1.51	0.37	1.3	0.71	4.37	1.46	2.11	11.31	6.17	0.13	1.33	3.15
ZBTB39(ENSG00000166860.2)(protein_coding)	2.86	2.49	3.08	2.13	2.76	2.7	3.21	1.5	4.24	4.6	2.85	3.55	2.16	5.36	4.82	3.04	1.47	1.96	3.96	1.57	1.04	1.94	3.68	1.59	2.55	1.54	1.84	3.25	4.39	1.71	2.13	2.6	2.4	1.91	2.54
NLRP1(ENSG00000091592.15)(protein_coding)	24.72	17.5	15.34	21.5	19.35	23.86	13.91	20.97	25.31	25.31	23.93	18.27	25.25	20.56	10.56	28.77	4.14	16.57	13.28	12.45	21.15	7.66	33.84	1.63	9.4	16.59	10.5	18.03	19.66	1.03	9.32	20.16	11.32	9.15	97.93
LGMN(ENSG00000100600.14)(protein_coding)	119.89	105.08	215.14	460.74	37.37	62.15	50.99	81.14	70.09	81.76	71.8	67.11	35.04	112.37	93.39	58.49	233.87	41.23	85.85	223.39	296.05	94.91	56.08	108.13	109.23	219.64	45.42	52.87	71.35	28.71	122.96	40.82	237.38	99.55	91.38
RP11-244H3.1(ENSG00000241014.1)(processed_transcript)	1.56	1.04	0.67	1.03	2.47	0.99	1.08	1.44	0.9	2.37	1.9	1.32	2.12	0.92	0.82	1.06	0.6	1.7	1.42	0.56	1.27	0.92	0.64	0.55	0.92	0.78	0.47	1.91	0.85	1.09	0.77	1.13	0.79	0.39	0.76
RP11-166O4.6(ENSG00000273448.1)(lincRNA)	0.59	0	0.11	0	0.79	0.13	1	0.42	0.94	0.49	0.62	1.16	0.48	0	0.52	0.75	0.36	0.94	0.83	0.2	0.54	0.24	0	0.2	1	0.21	0.39	0.75	0.81	0.22	0.04	1.46	0.46	0.11	0.47
LYPLAL1(ENSG00000143353.11)(protein_coding)	15.26	6.29	6.09	8.18	14.66	6.55	9.3	12.89	10.7	16.55	18.26	15.44	10.65	0.19	45.69	14.4	10.04	6.56	14.48	11.87	7.38	1.53	0.01	11.76	8.94	4.25	1.37	2.35	6.79	14.07	13.73	11.53	18.61	8.99	5.72
AGAP4(ENSG00000188234.13)(protein_coding)	8.12	7.67	6.8	9.74	21.51	9.53	9.7	6.87	10.09	16.83	19.37	9.52	21.25	16.23	8.81	8.38	4.59	32.68	5.03	3.92	6.38	5	7.01	3.49	3.31	4.1	4.69	11.21	11.81	3.68	7.74	5.61	5.83	2.6	4.34
PPAPDC2(ENSG00000205808.5)(protein_coding)	6.31	3.96	3.12	2.54	6.61	3.64	7.75	5.37	5.95	7.4	6.71	6.24	7.38	2.31	1.72	5.02	5	3.04	12.16	3.22	5.86	1.53	1.34	1.86	2.41	3	2.55	2.17	2.6	5.27	6.23	6.87	3.88	5.31	1.39
TMEM134(ENSG00000172663.8)(protein_coding)	54.75	121.33	77.33	74.78	71.24	84.26	34.91	86.1	44.29	49.06	52.94	27.04	210.42	72.53	36.17	34.13	6.87	113.92	11.99	19.13	9.88	47.79	47.62	9.83	41.1	21.16	5.67	55.02	48.84	134.09	53.16	69.77	4.17	20.33	21.99
TAGLN(ENSG00000149591.16)(protein_coding)	1190.01	1024.64	1180.37	1415.92	868.11	1638.22	1442.02	1864.28	689.41	899.38	917.59	907.66	2424.28	358.3	535.23	659.6	82.66	753.9	68.55	356.06	294.25	816.44	79.92	206.27	441.82	469.75	244.45	849.47	53.52	500.56	338.1	534.2	389.79	1211.74	32.53
DGKZ(ENSG00000149091.15)(protein_coding)	35.4	42.56	41.41	44.13	52.53	50.64	37.65	41.7	33.81	33.9	39.85	27.67	70.44	52.11	22.03	31.35	11.88	85.72	22.2	30.38	19.55	38.89	42.53	17.02	37.22	24.55	10.31	54.08	107.36	23.61	42.12	28.2	16.88	22.08	36.33
ANXA11(ENSG00000122359.17)(protein_coding)	69.11	92.19	84.95	98.2	68.39	75.95	61.9	99.03	42.33	53.03	64.34	53.48	88.33	18.29	24.65	52.26	40.62	133.21	20.72	53.61	108.2	68.72	34.63	44.62	24.23	53.81	35.76	39.85	31.33	73.61	71.82	30.88	55.78	45.82	20.85
TMEM131(ENSG00000075568.16)(protein_coding)	10.74	7.09	15.46	9.05	12.5	15.28	20.45	9.15	17.17	20.76	13.14	20.56	10.03	15.99	23.05	20.45	17.65	10.03	38.83	15.91	16.39	14.07	20.44	15.9	14.4	19.8	13.97	16.76	15.22	12.74	15.04	21.19	21.71	20.13	36.96
C1orf186(ENSG00000263961.6)(protein_coding)	4.9	5.16	6.15	7.98	1.44	1.41	2.51	1.59	3.12	4.74	1.48	3.41	0.85	0.06	0.6	1.16	0.56	0	1.52	6.83	1.09	0.72	0	2.58	1.03	0	1.7	0.67	0.22	0	0.51	0.28	1.65	7.26	0
RNF149(ENSG00000163162.8)(protein_coding)	21.23	15.19	19.46	17.19	21.51	14.46	25.55	11.07	23.16	23.35	21.25	21.44	19.24	12.65	22.79	19.07	27.89	14.87	22.61	17.84	25.44	22.06	8.76	13.53	25.7	12.01	10.06	17.73	37.15	24.7	52.46	17.96	23.99	11.59	11.8
ZNF256(ENSG00000152454.3)(protein_coding)	2.76	3.73	4.03	3.56	4.09	3.3	5.21	2.04	4.23	3.66	4.23	3.32	2.11	6.75	7.99	4.65	2.79	5.53	10.77	4.14	2.68	3.04	2.21	2.92	2.43	2.13	1.14	5.29	5.46	2.5	2.72	4.26	4.82	3.23	5.39
MGME1(ENSG00000125871.13)(protein_coding)	15	15	14.21	9.7	22.47	13.98	16.06	16.94	24.03	20.69	18.28	12.49	18.05	28.09	8.94	16.02	18.57	23.1	19.96	20.3	22.37	8.11	13.59	10.54	13.07	8.94	4.21	7.86	21.44	9.19	28.02	14.17	12.86	12.08	9.33
AC026150.8(ENSG00000260693.1)(lincRNA)	0.94	0.91	0	0	1.27	1.26	1.23	0	0.67	0.99	1.32	0.83	0	0.75	0.31	0.87	0.37	0	0.22	0.34	0.08	0.2	0.36	0.59	0.39	0	0.26	0.03	0.41	0.14	0.21	0.59	0.39	0.36	0
FANCE(ENSG00000112039.3)(protein_coding)	2.72	4.13	2.33	4.69	2.99	1.79	2.03	1.8	2.92	3.86	2.65	1.53	3.8	4.78	1.73	2.84	2.31	1.81	3.84	1.45	2.72	2.73	9.31	3.73	2.41	2.39	2.69	4.41	4.27	0.76	4.16	1.71	0.96	1.86	2.43
LRRC45(ENSG00000169683.7)(protein_coding)	8.98	11.14	10.73	8.03	14.17	13.3	8.54	10.56	10.43	10.58	14.74	7.14	16.09	22.27	7.76	6.56	7.63	29.69	18.74	7.89	5.12	10.56	13.81	4.33	6	5.44	1.67	13.1	16.6	4.27	11.2	6.04	2.39	4.65	7.86
FOXM1(ENSG00000111206.12)(protein_coding)	0.97	0.43	6.5	0.83	0.6	4.51	2.53	1.59	1.75	2.21	0.59	1.29	4.47	52.29	29.93	0.88	52.68	7.18	19.39	28.06	32.52	40.24	46.79	34.54	23.62	15.15	0.33	12.33	38.03	7.58	24.69	14.3	4.66	2.29	58.3
C21orf58(ENSG00000160298.17)(protein_coding)	2.89	1.77	2.66	1.88	3.81	4.12	1.49	4.49	3.53	3.42	2.84	1.74	4.09	18.03	6.29	2.31	6.36	5.21	8.1	3.6	2.29	1.25	5.95	2.25	3.33	4.74	0.71	5.96	7.27	0.93	2.98	5.93	1.26	1.35	10.28
AC004540.5(ENSG00000214870.8)(lincRNA)	3.07	1.07	3.11	1.95	1.04	1.13	2.16	1.08	0.52	0.94	2.6	2.6	2.51	0.53	0.31	3.36	0.19	0	0.53	0.72	0.58	0.38	1.58	0.41	1.6	2.68	0.66	2.39	1.9	1.28	0.37	1.81	1.11	1.99	1.04
GNAI2(ENSG00000114353.16)(protein_coding)	155.66	152.76	214.08	229.71	109.49	166.53	120.14	197.27	100.87	129.98	112.75	120.37	134.55	113.43	173.29	147.5	254.56	149.56	100.56	214.61	286.29	232.11	130.09	132.09	224.03	169.5	117.85	164.05	110.21	118.13	299.7	106.88	133.77	128.77	140.05
DNAJC4(ENSG00000110011.13)(protein_coding)	64.86	96.38	59.06	40.92	79.75	50.17	26.06	57.3	68.14	56.07	62.38	38.23	81.91	69.71	32.57	43.32	13.19	94.86	30.43	24.78	32.68	29.24	4.68	6.37	24.84	42.35	15.82	48.75	43.72	36.99	27.97	31.89	16.96	45.45	33.01
GOLIM4(ENSG00000173905.8)(protein_coding)	19.09	12.87	26.41	25.82	11.57	27.01	32.01	22.76	16.38	18.42	17.67	25.72	12.12	33.25	31.32	34.09	54.39	5.17	30.93	49.87	24.41	28.09	21.72	75.95	38.94	34.85	111.43	26.31	25.42	4.08	29.44	28.42	94.58	35.56	35.79
AKIP1(ENSG00000166452.11)(protein_coding)	23.79	32.47	32.46	31.64	25.66	26.4	25.41	23.76	21.19	28.35	18.88	24.78	21.91	51.09	39.21	21.56	28.78	26.08	14.8	23.49	36	17.58	22.97	23.4	21.47	33.13	13.82	35.17	18.26	22.16	66.1	16.08	17.76	25.85	35.53
RP11-96H19.1(ENSG00000257261.5)(lincRNA)	4.98	1.78	0.6	10.64	6.47	0.39	0.7	0.49	8.98	0.16	5.47	3.2	0	0	0.45	4.47	1.69	0.2	0.18	2.38	6.59	6.63	0	2.43	0	4.51	1.04	0.06	0.09	2.42	2.39	3.95	0.89	7.51	0
